'Time','Province','City','Confirmed','Dead','Cured','Severe','Critical'
2020-02-15,安徽省,合肥,169,0,0,0,0
2020-02-15,安徽省,蚌埠,157,0,0,0,0
2020-02-15,安徽省,阜阳,152,0,0,0,0
2020-02-15,安徽省,亳州,108,0,0,0,0
2020-02-15,安徽省,安庆,82,0,0,0,0
2020-02-15,安徽省,六安,65,0,0,0,0
2020-02-15,安徽省,宿州,39,0,0,0,0
2020-02-15,安徽省,马鞍山,36,0,0,0,0
2020-02-15,安徽省,芜湖,31,0,0,0,0
2020-02-15,安徽省,铜陵,28,0,0,0,0
2020-02-15,安徽省,淮北,26,0,0,0,0
2020-02-15,安徽省,淮南,24,0,0,0,0
2020-02-15,安徽省,池州,17,0,0,0,0
2020-02-15,安徽省,滁州,13,0,0,0,0
2020-02-15,安徽省,黄山,9,0,0,0,0
2020-02-15,安徽省,宣城,6,0,0,0,0
2020-02-15,澳门,澳门,10,0,0,0,0
2020-02-15,北京市,东城,12,0,0,0,0
2020-02-15,北京市,西城,46,0,0,0,0
2020-02-15,北京市,朝阳,58,0,0,0,0
2020-02-15,北京市,海淀,60,0,0,0,0
2020-02-15,北京市,丰台,39,0,0,0,0
2020-02-15,北京市,石景山,14,0,0,0,0
2020-02-15,北京市,门头沟,3,0,0,0,0
2020-02-15,北京市,房山,15,0,0,0,0
2020-02-15,北京市,通州,18,0,0,0,0
2020-02-15,北京市,顺义,10,0,0,0,0
2020-02-15,北京市,昌平,25,0,0,0,0
2020-02-15,北京市,大兴,39,0,0,0,0
2020-02-15,北京市,怀柔,7,0,0,0,0
2020-02-15,北京市,密云,7,0,0,0,0
2020-02-15,北京市,延庆,1,0,0,0,0
2020-02-15,广东省,深圳,414,0,0,0,0
2020-02-15,广东省,广州,338,0,0,0,0
2020-02-15,广东省,珠海,96,0,0,0,0
2020-02-15,广东省,东莞,89,0,0,0,0
2020-02-15,广东省,佛山,84,0,0,0,0
2020-02-15,广东省,中山,65,0,0,0,0
2020-02-15,广东省,惠州,58,0,0,0,0
2020-02-15,广东省,汕头,25,0,0,0,0
2020-02-15,广东省,江门,23,0,0,0,0
2020-02-15,广东省,湛江,22,0,0,0,0
2020-02-15,广东省,肇庆,17,0,0,0,0
2020-02-15,广东省,梅州,16,0,0,0,0
2020-02-15,广东省,阳江,13,0,0,0,0
2020-02-15,广东省,茂名,13,0,0,0,0
2020-02-15,广东省,清远,12,0,0,0,0
2020-02-15,广东省,韶关,10,0,0,0,0
2020-02-15,广东省,揭阳,8,0,0,0,0
2020-02-15,广东省,汕尾,5,0,0,0,0
2020-02-15,广东省,潮州,5,0,0,0,0
2020-02-15,广东省,河源,3,0,0,0,0
2020-02-15,广西,南宁,50,0,0,0,0
2020-02-15,广西,柳州,24,0,0,0,0
2020-02-15,广西,桂林,31,0,0,0,0
2020-02-15,广西,梧州,5,0,0,0,0
2020-02-15,广西,北海,43,0,0,0,0
2020-02-15,广西,防城港,18,0,0,0,0
2020-02-15,广西,钦州,8,0,0,0,0
2020-02-15,广西,贵港,8,0,0,0,0
2020-02-15,广西,玉林,10,0,0,0,0
2020-02-15,广西,百色,3,0,0,0,0
2020-02-15,广西,贺州,4,0,0,0,0
2020-02-15,广西,河池,22,0,0,0,0
2020-02-15,广西,来宾,11,0,0,0,0
2020-02-15,贵州省,贵阳,34,0,0,0,0
2020-02-15,贵州省,遵义,32,0,0,0,0
2020-02-15,贵州省,六盘水,10,0,0,0,0
2020-02-15,贵州省,安顺,4,0,0,0,0
2020-02-15,贵州省,毕节,23,0,0,0,0
2020-02-15,贵州省,铜仁,10,0,0,0,0
2020-02-15,贵州省,黔东南州,10,0,0,0,0
2020-02-15,贵州省,黔南州,17,0,0,0,0
2020-02-15,贵州省,黔西南州,4,0,0,0,0
2020-02-15,海南省,海口,33,0,0,0,0
2020-02-15,海南省,三亚,54,0,0,0,0
2020-02-15,海南省,儋州,15,0,0,0,0
2020-02-15,海南省,文昌,3,0,0,0,0
2020-02-15,海南省,琼海,6,0,0,0,0
2020-02-15,海南省,万宁,13,0,0,0,0
2020-02-15,海南省,东方,3,0,0,0,0
2020-02-15,海南省,澄迈,9,0,0,0,0
2020-02-15,海南省,临高,6,0,0,0,0
2020-02-15,海南省,昌江,7,0,0,0,0
2020-02-15,海南省,陵水,4,0,0,0,0
2020-02-15,海南省,定安,3,0,0,0,0
2020-02-15,海南省,保亭,3,0,0,0,0
2020-02-15,海南省,乐东,2,0,0,0,0
2020-02-15,海南省,琼中,1,0,0,0,0
2020-02-15,河北省,唐山,51,0,9,3,0
2020-02-15,河北省,沧州,47,2,14,4,0
2020-02-15,河北省,张家口,34,0,9,2,0
2020-02-15,河北省,保定,32,0,19,1,0
2020-02-15,河北省,邯郸,31,0,9,2,0
2020-02-15,河北省,廊坊,30,0,14,2,0
2020-02-15,河北省,石家庄,28,0,7,2,0
2020-02-15,河北省,邢台,22,1,10,1,0
2020-02-15,河北省,秦皇岛,10,0,3,3,0
2020-02-15,河北省,衡水,8,0,4,1,0
2020-02-15,河北省,承德,7,0,2,0,0
2020-02-15,河南省,信阳,261,0,0,0,0
2020-02-15,河南省,南阳,151,0,0,0,0
2020-02-15,河南省,郑州,148,0,0,0,0
2020-02-15,河南省,驻马店,138,0,0,0,0
2020-02-15,河南省,商丘,91,0,0,0,0
2020-02-15,河南省,周口,71,0,0,0,0
2020-02-15,河南省,平顶山,58,0,0,0,0
2020-02-15,河南省,新乡,56,0,0,0,0
2020-02-15,河南省,安阳,51,0,0,0,0
2020-02-15,河南省,许昌,38,0,0,0,0
2020-02-15,河南省,漯河,34,0,0,0,0
2020-02-15,河南省,洛阳,31,0,0,0,0
2020-02-15,河南省,焦作,30,0,0,0,0
2020-02-15,河南省,开封,26,0,0,0,0
2020-02-15,河南省,鹤壁,19,0,0,0,0
2020-02-15,河南省,濮阳,17,0,0,0,0
2020-02-15,河南省,三门峡,7,0,0,0,0
2020-02-15,河南省,济源示范,4,0,0,0,0
2020-02-15,湖北省,武汉,32767,1233,0,0,0
2020-02-15,湖北省,孝感,3201,65,0,0,0
2020-02-15,湖北省,黄冈,2823,75,0,0,0
2020-02-15,湖北省,荆州,1490,36,0,0,0
2020-02-15,湖北省,随州,1254,22,0,0,0
2020-02-15,湖北省,鄂州,1230,34,0,0,0
2020-02-15,湖北省,襄阳,1144,19,0,0,0
2020-02-15,湖北省,黄石,988,14,0,0,0
2020-02-15,湖北省,荆门,909,30,0,0,0
2020-02-15,湖北省,宜昌,901,21,0,0,0
2020-02-15,湖北省,咸宁,852,8,0,0,0
2020-02-15,湖北省,十堰,602,2,0,0,0
2020-02-15,湖北省,仙桃,523,17,0,0,0
2020-02-15,湖北省,天门,447,10,0,0,0
2020-02-15,湖北省,恩施州,247,4,0,0,0
2020-02-15,湖北省,潜江,166,6,0,0,0
2020-02-15,湖北省,神农架林区,10,0,0,0,0
2020-02-15,湖南省,长沙,241,1,73,15,0
2020-02-15,湖南省,衡阳,47,0,28,2,0
2020-02-15,湖南省,株洲,78,0,29,6,0
2020-02-15,湖南省,湘潭,35,0,14,5,0
2020-02-15,湖南省,邵阳,101,1,59,8,0
2020-02-15,湖南省,岳阳,154,1,51,4,0
2020-02-15,湖南省,常德,79,0,28,4,0
2020-02-15,湖南省,张家界,5,0,4,0,0
2020-02-15,湖南省,益阳,59,0,25,4,0
2020-02-15,湖南省,郴州,39,0,22,2,0
2020-02-15,湖南省,永州,43,0,27,3,0
2020-02-15,湖南省,怀化,40,0,30,0,0
2020-02-15,湖南省,娄底,75,0,34,4,0
2020-02-15,湖南省,湘西自治州,8,0,6,0,0
2020-02-15,江苏省,南京,92,0,29,0,1
2020-02-15,江苏省,无锡,53,0,18,0,0
2020-02-15,江苏省,徐州,78,0,23,0,0
2020-02-15,江苏省,常州,46,0,11,0,0
2020-02-15,江苏省,苏州,86,0,26,0,0
2020-02-15,江苏省,南通,40,0,15,0,0
2020-02-15,江苏省,连云港,48,0,12,0,1
2020-02-15,江苏省,淮安,63,0,13,0,1
2020-02-15,江苏省,盐城,27,0,9,0,1
2020-02-15,江苏省,扬州,22,0,7,0,0
2020-02-15,江苏省,镇江,12,0,4,0,0
2020-02-15,江苏省,泰州,37,0,16,0,0
2020-02-15,江苏省,宿迁,13,0,7,0,0
2020-02-15,江西省,南昌,227,0,75,0,0
2020-02-15,江西省,新余,129,0,37,0,0
2020-02-15,江西省,上饶,123,0,31,0,0
2020-02-15,江西省,九江,117,0,22,0,0
2020-02-15,江西省,宜春,104,0,20,0,0
2020-02-15,江西省,赣州,76,0,17,0,0
2020-02-15,江西省,抚州,72,0,20,0,0
2020-02-15,江西省,萍乡,32,0,4,0,0
2020-02-15,江西省,吉安,21,0,9,0,0
2020-02-15,江西省,鹰潭,18,0,3,0,0
2020-02-15,江西省,景德镇,5,0,1,0,0
2020-02-15,江西省,赣江新区,1,0,0,0,0
2020-02-15,辽宁省,沈阳,28,0,0,0,0
2020-02-15,辽宁省,大连,18,0,0,0,0
2020-02-15,辽宁省,鞍山,4,0,0,0,0
2020-02-15,辽宁省,本溪,3,0,0,0,0
2020-02-15,辽宁省,丹东,7,0,0,0,0
2020-02-15,辽宁省,锦州,12,0,0,0,0
2020-02-15,辽宁省,营口,1,0,0,0,0
2020-02-15,辽宁省,阜新,8,0,0,0,0
2020-02-15,辽宁省,辽阳,3,0,0,0,0
2020-02-15,辽宁省,铁岭,7,0,0,0,0
2020-02-15,辽宁省,朝阳,6,0,0,0,0
2020-02-15,辽宁省,盘锦,11,0,0,0,0
2020-02-15,辽宁省,葫芦岛,12,0,0,0,0
2020-02-15,青海省,西宁,15,0,0,0,0
2020-02-15,青海省,海北州,3,0,0,0,0
2020-02-15,陕西省,西安,114,0,0,0,0
2020-02-15,陕西省,宝鸡,13,0,0,0,0
2020-02-15,陕西省,咸阳,17,0,0,0,0
2020-02-15,陕西省,铜川,8,0,0,0,0
2020-02-15,陕西省,渭南,15,0,0,0,0
2020-02-15,陕西省,延安,8,0,0,0,0
2020-02-15,陕西省,榆林,3,0,0,0,0
2020-02-15,陕西省,汉中,25,0,0,0,0
2020-02-15,陕西省,安康,24,0,0,0,0
2020-02-15,陕西省,商洛,7,0,0,0,0
2020-02-15,陕西省,杨凌示范,1,0,0,0,0
2020-02-15,陕西省,韩城,1,0,0,0,0
2020-02-15,新疆,乌鲁木齐,20,0,0,0,0
2020-02-15,新疆,伊犁州,12,0,0,0,0
2020-02-15,新疆,昌吉州,4,0,0,0,0
2020-02-15,新疆,吐鲁番,2,0,0,0,0
2020-02-15,新疆,巴州,3,0,0,0,0
2020-02-15,新疆,兵团第四师,10,0,0,0,0
2020-02-15,新疆,兵团第六师五家渠,2,0,0,0,0
2020-02-15,新疆,兵团第八师石河子,1,0,0,0,0
2020-02-15,新疆,兵团第九师,4,0,0,0,0
2020-02-15,新疆,兵团第十二师,1,0,0,0,0
2020-02-15,云南省,昆明,49,0,0,0,0
2020-02-15,云南省,昭通,25,0,0,0,0
2020-02-15,云南省,玉溪,14,0,0,0,0
2020-02-15,云南省,曲靖,13,0,0,0,0
2020-02-15,云南省,保山,9,0,0,0,0
2020-02-15,云南省,丽江,7,0,0,0,0
2020-02-15,云南省,普洱,4,0,0,0,0
2020-02-15,云南省,临沧,1,0,0,0,0
2020-02-15,浙江省,杭州,166,0,73,16,0
2020-02-15,浙江省,宁波,154,0,46,10,0
2020-02-15,浙江省,温州,499,0,159,26,0
2020-02-15,浙江省,湖州,10,0,4,1,0
2020-02-15,浙江省,嘉兴,43,0,10,5,0
2020-02-15,浙江省,绍兴,42,0,17,7,0
2020-02-15,浙江省,金华,55,0,24,4,0
2020-02-15,浙江省,衢州,21,0,8,3,0
2020-02-15,浙江省,舟山,10,0,5,1,0
2020-02-15,浙江省,台州,145,0,53,5,0
2020-02-15,浙江省,丽水,17,0,10,1,0
2020-02-14,安徽省,合肥,168,0,0,0,0
2020-02-14,安徽省,蚌埠,153,0,0,0,0
2020-02-14,安徽省,阜阳,150,0,0,0,0
2020-02-14,安徽省,亳州,107,0,0,0,0
2020-02-14,安徽省,安庆,82,0,0,0,0
2020-02-14,安徽省,六安,63,0,0,0,0
2020-02-14,安徽省,宿州,39,0,0,0,0
2020-02-14,安徽省,马鞍山,35,0,0,0,0
2020-02-14,安徽省,芜湖,31,0,0,0,0
2020-02-14,安徽省,铜陵,28,0,0,0,0
2020-02-14,安徽省,淮北,26,0,0,0,0
2020-02-14,安徽省,淮南,23,0,0,0,0
2020-02-14,安徽省,池州,17,0,0,0,0
2020-02-14,安徽省,滁州,13,0,0,0,0
2020-02-14,安徽省,黄山,9,0,0,0,0
2020-02-14,安徽省,宣城,6,0,0,0,0
2020-02-14,北京市,东城,12,0,0,0,0
2020-02-14,北京市,西城,46,0,0,0,0
2020-02-14,北京市,朝阳,58,0,0,0,0
2020-02-14,北京市,海淀,59,0,0,0,0
2020-02-14,北京市,丰台,38,0,0,0,0
2020-02-14,北京市,石景山,14,0,0,0,0
2020-02-14,北京市,门头沟,3,0,0,0,0
2020-02-14,北京市,房山,14,0,0,0,0
2020-02-14,北京市,通州,17,0,0,0,0
2020-02-14,北京市,顺义,10,0,0,0,0
2020-02-14,北京市,昌平,24,0,0,0,0
2020-02-14,北京市,大兴,39,0,0,0,0
2020-02-14,北京市,怀柔,7,0,0,0,0
2020-02-14,北京市,密云,7,0,0,0,0
2020-02-14,北京市,延庆,1,0,0,0,0
2020-02-14,广东省,深圳,406,0,0,0,0
2020-02-14,广东省,广州,335,0,0,0,0
2020-02-14,广东省,珠海,95,0,0,0,0
2020-02-14,广东省,佛山,84,0,0,0,0
2020-02-14,广东省,东莞,81,0,0,0,0
2020-02-14,广东省,中山,65,0,0,0,0
2020-02-14,广东省,惠州,58,0,0,0,0
2020-02-14,广东省,汕头,25,0,0,0,0
2020-02-14,广东省,江门,22,0,0,0,0
2020-02-14,广东省,湛江,22,0,0,0,0
2020-02-14,广东省,肇庆,17,0,0,0,0
2020-02-14,广东省,梅州,15,0,0,0,0
2020-02-14,广东省,阳江,13,0,0,0,0
2020-02-14,广东省,茂名,13,0,0,0,0
2020-02-14,广东省,清远,12,0,0,0,0
2020-02-14,广东省,韶关,10,0,0,0,0
2020-02-14,广东省,揭阳,8,0,0,0,0
2020-02-14,广东省,汕尾,5,0,0,0,0
2020-02-14,广东省,潮州,5,0,0,0,0
2020-02-14,广东省,河源,3,0,0,0,0
2020-02-14,广西,南宁,49,0,0,0,0
2020-02-14,广西,柳州,24,0,0,0,0
2020-02-14,广西,桂林,31,0,0,0,0
2020-02-14,广西,梧州,5,0,0,0,0
2020-02-14,广西,北海,43,0,0,0,0
2020-02-14,广西,防城港,17,0,0,0,0
2020-02-14,广西,钦州,8,0,0,0,0
2020-02-14,广西,贵港,8,0,0,0,0
2020-02-14,广西,玉林,10,0,0,0,0
2020-02-14,广西,百色,3,0,0,0,0
2020-02-14,广西,贺州,4,0,0,0,0
2020-02-14,广西,河池,22,0,0,0,0
2020-02-14,广西,来宾,11,0,0,0,0
2020-02-14,贵州省,贵阳,34,0,0,0,0
2020-02-14,贵州省,遵义,31,0,0,0,0
2020-02-14,贵州省,六盘水,10,0,0,0,0
2020-02-14,贵州省,安顺,4,0,0,0,0
2020-02-14,贵州省,毕节,23,0,0,0,0
2020-02-14,贵州省,铜仁,10,0,0,0,0
2020-02-14,贵州省,黔东南州,10,0,0,0,0
2020-02-14,贵州省,黔南州,17,0,0,0,0
2020-02-14,贵州省,黔西南州,4,0,0,0,0
2020-02-14,海南省,海口,33,0,0,0,0
2020-02-14,海南省,三亚,54,0,0,0,0
2020-02-14,海南省,儋州,15,0,0,0,0
2020-02-14,海南省,文昌,3,0,0,0,0
2020-02-14,海南省,琼海,6,0,0,0,0
2020-02-14,海南省,万宁,13,0,0,0,0
2020-02-14,海南省,东方,3,0,0,0,0
2020-02-14,海南省,澄迈,9,0,0,0,0
2020-02-14,海南省,临高,6,0,0,0,0
2020-02-14,海南省,昌江,7,0,0,0,0
2020-02-14,海南省,陵水,4,0,0,0,0
2020-02-14,海南省,定安,3,0,0,0,0
2020-02-14,海南省,保亭,3,0,0,0,0
2020-02-14,海南省,乐东,2,0,0,0,0
2020-02-14,海南省,琼中,1,0,0,0,0
2020-02-14,河北省,沧州,46,2,14,3,0
2020-02-14,河北省,唐山,46,0,4,4,0
2020-02-14,河北省,张家口,33,0,7,3,0
2020-02-14,河北省,保定,32,0,17,1,0
2020-02-14,河北省,邯郸,31,0,9,2,0
2020-02-14,河北省,廊坊,29,0,12,1,0
2020-02-14,河北省,石家庄,27,0,7,1,0
2020-02-14,河北省,邢台,22,1,8,1,0
2020-02-14,河北省,秦皇岛,10,0,2,2,0
2020-02-14,河北省,衡水,8,0,4,1,0
2020-02-14,河北省,承德,7,0,2,1,0
2020-02-14,河南省,信阳,252,0,0,0,0
2020-02-14,河南省,南阳,150,0,0,0,0
2020-02-14,河南省,郑州,144,0,0,0,0
2020-02-14,河南省,驻马店,138,0,0,0,0
2020-02-14,河南省,商丘,90,0,0,0,0
2020-02-14,河南省,周口,70,0,0,0,0
2020-02-14,河南省,平顶山,58,0,0,0,0
2020-02-14,河南省,新乡,55,0,0,0,0
2020-02-14,河南省,安阳,51,0,0,0,0
2020-02-14,河南省,许昌,37,0,0,0,0
2020-02-14,河南省,漯河,34,0,0,0,0
2020-02-14,河南省,洛阳,31,0,0,0,0
2020-02-14,河南省,焦作,30,0,0,0,0
2020-02-14,河南省,开封,25,0,0,0,0
2020-02-14,河南省,鹤壁,19,0,0,0,0
2020-02-14,河南省,濮阳,17,0,0,0,0
2020-02-14,河南省,三门峡,7,0,0,0,0
2020-02-14,河南省,济源示范,4,0,0,0,0
2020-02-14,湖北省,武汉,32767,1123,0,0,0
2020-02-14,湖北省,孝感,3114,62,0,0,0
2020-02-14,湖北省,黄冈,2817,68,0,0,0
2020-02-14,湖北省,荆州,1478,32,0,0,0
2020-02-14,湖北省,随州,1232,19,0,0,0
2020-02-14,湖北省,鄂州,1192,33,0,0,0
2020-02-14,湖北省,襄阳,1128,18,0,0,0
2020-02-14,湖北省,黄石,980,13,0,0,0
2020-02-14,湖北省,宜昌,906,15,0,0,0
2020-02-14,湖北省,荆门,902,28,0,0,0
2020-02-14,湖北省,咸宁,840,8,0,0,0
2020-02-14,湖北省,十堰,597,2,0,0,0
2020-02-14,湖北省,仙桃,514,17,0,0,0
2020-02-14,湖北省,恩施州,244,4,0,0,0
2020-02-14,湖北省,天门,422,10,0,0,0
2020-02-14,湖北省,潜江,116,5,0,0,0
2020-02-14,湖北省,神农架林区,10,0,0,0,0
2020-02-14,湖南省,长沙,241,0,66,16,0
2020-02-14,湖南省,衡阳,47,0,26,2,0
2020-02-14,湖南省,株洲,78,0,23,4,0
2020-02-14,湖南省,湘潭,35,0,14,5,0
2020-02-14,湖南省,邵阳,100,1,50,4,0
2020-02-14,湖南省,岳阳,153,1,48,4,0
2020-02-14,湖南省,常德,78,0,27,4,0
2020-02-14,湖南省,张家界,5,0,3,0,0
2020-02-14,湖南省,益阳,59,0,24,5,0
2020-02-14,湖南省,郴州,39,0,22,2,0
2020-02-14,湖南省,永州,43,0,23,3,0
2020-02-14,湖南省,怀化,40,0,28,0,0
2020-02-14,湖南省,娄底,75,0,29,4,0
2020-02-14,湖南省,湘西自治州,8,0,6,0,0
2020-02-14,江苏省,南京,91,0,27,0,0
2020-02-14,江苏省,无锡,52,0,15,0,0
2020-02-14,江苏省,徐州,77,0,20,0,1
2020-02-14,江苏省,常州,43,0,11,0,0
2020-02-14,江苏省,苏州,86,0,17,0,0
2020-02-14,江苏省,南通,40,0,13,0,0
2020-02-14,江苏省,连云港,46,0,10,0,1
2020-02-14,江苏省,淮安,60,0,11,0,1
2020-02-14,江苏省,盐城,27,0,6,0,1
2020-02-14,江苏省,扬州,21,0,6,0,0
2020-02-14,江苏省,镇江,12,0,2,0,0
2020-02-14,江苏省,泰州,37,0,16,0,0
2020-02-14,江苏省,宿迁,12,0,6,0,0
2020-02-14,江西省,南昌,222,0,72,0,0
2020-02-14,江西省,新余,127,0,34,0,0
2020-02-14,江西省,上饶,123,0,20,0,0
2020-02-14,江西省,九江,115,0,18,0,0
2020-02-14,江西省,宜春,102,0,20,0,0
2020-02-14,江西省,赣州,76,0,14,0,0
2020-02-14,江西省,抚州,72,0,17,0,0
2020-02-14,江西省,萍乡,32,0,4,0,0
2020-02-14,江西省,吉安,20,0,7,0,0
2020-02-14,江西省,鹰潭,18,0,3,0,0
2020-02-14,江西省,景德镇,5,0,1,0,0
2020-02-14,江西省,赣江新区,1,0,0,0,0
2020-02-14,辽宁省,沈阳,28,0,0,0,0
2020-02-14,辽宁省,大连,18,0,0,0,0
2020-02-14,辽宁省,鞍山,4,0,0,0,0
2020-02-14,辽宁省,本溪,3,0,0,0,0
2020-02-14,辽宁省,丹东,7,0,0,0,0
2020-02-14,辽宁省,锦州,12,0,0,0,0
2020-02-14,辽宁省,营口,1,0,0,0,0
2020-02-14,辽宁省,阜新,8,0,0,0,0
2020-02-14,辽宁省,辽阳,3,0,0,0,0
2020-02-14,辽宁省,铁岭,7,0,0,0,0
2020-02-14,辽宁省,朝阳,6,0,0,0,0
2020-02-14,辽宁省,盘锦,11,0,0,0,0
2020-02-14,辽宁省,葫芦岛,11,0,0,0,0
2020-02-14,青海省,重症病,2,0,0,0,0
2020-02-14,陕西省,西安,114,0,0,0,0
2020-02-14,陕西省,宝鸡,13,0,0,0,0
2020-02-14,陕西省,咸阳,17,0,0,0,0
2020-02-14,陕西省,铜川,8,0,0,0,0
2020-02-14,陕西省,渭南,14,0,0,0,0
2020-02-14,陕西省,延安,8,0,0,0,0
2020-02-14,陕西省,榆林,3,0,0,0,0
2020-02-14,陕西省,汉中,21,0,0,0,0
2020-02-14,陕西省,安康,23,0,0,0,0
2020-02-14,陕西省,商洛,7,0,0,0,0
2020-02-14,陕西省,杨凌示范,1,0,0,0,0
2020-02-14,陕西省,韩城,1,0,0,0,0
2020-02-14,新疆,乌鲁木齐,21,0,0,0,0
2020-02-14,新疆,伊犁州,15,0,0,0,0
2020-02-14,新疆,昌吉州,4,0,0,0,0
2020-02-14,新疆,吐鲁番,1,0,0,0,0
2020-02-14,新疆,巴州,3,0,0,0,0
2020-02-14,新疆,兵团第四师,10,0,0,0,0
2020-02-14,新疆,兵团第六师五家渠,2,0,0,0,0
2020-02-14,新疆,兵团第八师石河子,2,0,0,0,0
2020-02-14,新疆,兵团第九师,4,0,0,0,0
2020-02-14,新疆,兵团第十二师,1,0,0,0,0
2020-02-14,云南省,昆明,48,0,0,0,0
2020-02-14,云南省,昭通,25,0,0,0,0
2020-02-14,云南省,西双版纳州,15,0,0,0,0
2020-02-14,云南省,玉溪,14,0,0,0,0
2020-02-14,云南省,曲靖,13,0,0,0,0
2020-02-14,云南省,大理州,13,0,0,0,0
2020-02-14,云南省,保山,9,0,0,0,0
2020-02-14,云南省,红河州,8,0,0,0,0
2020-02-14,云南省,丽江,7,0,0,0,0
2020-02-14,云南省,德宏州,5,0,0,0,0
2020-02-14,云南省,楚雄州,4,0,0,0,0
2020-02-14,云南省,普洱,4,0,0,0,0
2020-02-14,云南省,文山州,2,0,0,0,0
2020-02-14,云南省,临沧,1,0,0,0,0
2020-02-14,浙江省,杭州,166,0,73,16,0
2020-02-14,浙江省,宁波,154,0,46,10,0
2020-02-14,浙江省,温州,499,0,159,26,0
2020-02-14,浙江省,湖州,10,0,4,1,0
2020-02-14,浙江省,嘉兴,43,0,10,5,0
2020-02-14,浙江省,绍兴,42,0,17,7,0
2020-02-14,浙江省,金华,55,0,24,4,0
2020-02-14,浙江省,衢州,21,0,8,3,0
2020-02-14,浙江省,舟山,10,0,5,1,0
2020-02-14,浙江省,台州,145,0,53,5,0
2020-02-14,浙江省,丽水,17,0,10,1,0
2020-02-14,宁夏,银川,33,0,15,0,0
2020-02-14,宁夏,石嘴山,1,0,1,0,0
2020-02-14,宁夏,吴忠,27,0,6,0,0
2020-02-14,宁夏,固原,5,0,2,0,0
2020-02-14,宁夏,中卫,3,0,2,0,0
2020-02-14,宁夏,宁东,1,0,1,0,0
2020-02-14,山东省,济南,47,0,11,1,0
2020-02-14,山东省,青岛,56,1,19,3,0
2020-02-14,山东省,淄博,28,0,4,1,1
2020-02-14,山东省,枣庄,24,0,4,0,1
2020-02-14,山东省,烟台,46,0,12,4,0
2020-02-14,山东省,潍坊,42,0,7,1,2
2020-02-14,山东省,济宁,49,0,15,1,0
2020-02-14,山东省,泰安,32,0,4,0,1
2020-02-14,山东省,威海,38,0,9,1,1
2020-02-14,山东省,日照,15,0,2,0,0
2020-02-14,山东省,临沂,47,0,25,1,3
2020-02-14,山东省,德州,36,1,7,3,2
2020-02-14,山东省,聊城,38,0,3,1,0
2020-02-14,山东省,滨州,14,0,8,0,0
2020-02-14,山东省,菏泽,18,0,9,0,0
2020-02-14,上海市,其他,109,0,35,0,0
2020-02-14,上海市,浦东,56,0,0,0,0
2020-02-14,上海市,静安,16,0,5,0,0
2020-02-14,上海市,闵行,18,0,5,0,0
2020-02-14,上海市,长宁,13,0,3,0,0
2020-02-14,上海市,黄浦,6,0,1,0,0
2020-02-14,上海市,徐汇,18,0,4,0,0
2020-02-14,上海市,虹口,7,0,2,0,0
2020-02-14,上海市,宝山,20,0,2,0,0
2020-02-14,上海市,奉贤,9,0,1,0,0
2020-02-14,上海市,松江,14,0,1,0,0
2020-02-14,上海市,普陀,11,0,1,0,0
2020-02-14,上海市,杨浦,9,0,1,0,0
2020-02-14,上海市,嘉定,9,0,1,0,0
2020-02-14,上海市,青浦,5,0,3,0,0
2020-02-14,上海市,金山,3,0,2,0,0
2020-02-14,上海市,崇明,3,0,0,0,0
2020-02-14,山西省,晋中,35,0,11,0,1
2020-02-14,山西省,运城,19,0,10,1,1
2020-02-14,山西省,大同,12,0,4,1,0
2020-02-14,山西省,吕梁,6,0,5,0,0
2020-02-14,山西省,太原,19,0,3,0,1
2020-02-14,山西省,朔州,7,0,2,1,1
2020-02-14,山西省,长治,8,0,0,1,0
2020-02-14,山西省,晋城,8,0,2,1,0
2020-02-14,山西省,忻州,7,0,0,2,0
2020-02-14,山西省,阳泉,4,0,0,1,0
2020-02-14,山西省,临汾,2,0,1,0,0
2020-02-14,四川省,成都,139,1,33,0,0
2020-02-14,四川省,南充,35,0,5,0,0
2020-02-14,四川省,广安,30,0,8,0,0
2020-02-14,四川省,绵阳,22,0,5,0,0
2020-02-14,四川省,内江,22,0,5,0,0
2020-02-14,四川省,自贡,9,0,2,0,0
2020-02-14,四川省,达州,36,0,5,0,0
2020-02-14,四川省,巴中,24,0,1,0,0
2020-02-14,四川省,攀枝花,13,0,9,0,0
2020-02-14,四川省,德阳,17,0,0,0,0
2020-02-14,四川省,宜宾,11,0,6,0,0
2020-02-14,四川省,泸州,19,0,2,0,0
2020-02-14,四川省,遂宁,10,0,4,0,0
2020-02-14,四川省,雅安,7,0,2,0,0
2020-02-14,四川省,甘孜州,44,0,3,0,0
2020-02-14,四川省,凉山州,11,0,4,0,0
2020-02-14,四川省,广元,6,0,2,0,0
2020-02-14,四川省,乐山,3,0,2,0,0
2020-02-14,四川省,眉山,8,0,2,0,0
2020-02-14,四川省,资阳,3,0,2,0,0
2020-02-14,四川省,阿坝州,1,0,0,0,0
2020-02-14,天津市,河北,12,0,7,0,0
2020-02-14,天津市,河东,14,1,5,1,0
2020-02-14,天津市,河西,4,0,2,0,0
2020-02-14,天津市,和平,6,0,2,0,0
2020-02-14,天津市,南开,6,0,0,0,0
2020-02-14,天津市,宝坻,46,2,7,1,0
2020-02-14,天津市,东丽,4,0,1,0,0
2020-02-14,天津市,西青,4,0,2,0,0
2020-02-14,天津市,红桥,2,0,2,0,0
